,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical,zone,time
1589,13.0,2,6.5,9.0,2,4.5,9.0,2,4.5,13.0,2,6.5,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 05:00:00
749,62.0,12,5.166666666666667,72.0,12,6.0,74.0,12,6.166666666666668,79.0,12,6.583333333333332,1.0,1,1.0,52.0,12,4.333333333333333,Downtown,2020-04-07 05:00:00
2189,24.0,4,6.0,19.0,4,4.75,31.0,4,7.75,20.0,4,5.0,1.0,2,0.5,0.0,0,0.0,East Parton,2020-04-07 05:00:00
1709,8.0,1,8.0,8.0,1,8.0,9.0,1,9.0,2.0,1,2.0,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 05:00:00
269,23.0,6,3.8333333333333335,39.0,6,6.5,19.0,6,3.1666666666666665,37.0,6,6.166666666666668,0.0,0,0.0,0.0,0,0.0,Northwest,2020-04-07 05:00:00
2069,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-07 05:00:00
389,26.0,6,4.333333333333333,25.0,6,4.166666666666667,33.0,6,5.5,20.0,6,3.333333333333333,2.0,2,1.0,40.0,6,6.666666666666668,Old Town,2020-04-07 05:00:00
149,36.0,5,7.2,25.0,5,5.0,23.0,5,4.6,26.0,5,5.2,0.0,1,0.0,33.0,5,6.6,Palace Hills,2020-04-07 05:00:00
1469,3.0,1,3.0,7.0,1,7.0,4.0,1,4.0,3.0,1,3.0,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 05:00:00
509,22.0,3,7.333333333333332,18.0,3,6.0,5.0,3,1.6666666666666667,21.0,3,7.0,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-07 05:00:00
989,20.0,4,5.0,25.0,4,6.25,26.0,4,6.5,24.0,4,6.0,0.0,1,0.0,7.0,1,7.0,Scenic Vista,2020-04-07 05:00:00
1949,4.0,1,4.0,0.0,1,0.0,7.0,1,7.0,10.0,1,10.0,0.0,0,0.0,0.0,1,0.0,Southton,2020-04-07 05:00:00
629,15.0,3,5.0,19.0,3,6.333333333333332,22.0,3,7.333333333333332,12.0,3,4.0,0.0,0,0.0,19.0,3,6.333333333333332,Southwest,2020-04-07 05:00:00
1349,9.0,2,4.5,5.0,2,2.5,5.0,2,2.5,13.0,2,6.5,0.0,0,0.0,10.0,2,5.0,Terrapin Springs,2020-04-07 05:00:00
2309,18.0,3,6.0,15.0,3,5.0,16.0,3,5.333333333333333,16.0,3,5.333333333333333,1.0,1,1.0,0.0,0,0.0,West Parton,2020-04-07 05:00:00
1829,53.0,8,6.625,42.0,8,5.25,35.0,8,4.375,48.0,8,6.0,1.0,1,1.0,0.0,0,0.0,Weston,2020-04-07 05:00:00
869,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 05:00:00
1110,54.0,10,5.4,46.0,10,4.6,53.0,10,5.3,49.0,10,4.9,1.0,2,0.5,53.0,10,5.3,Broadview,2020-04-07 06:00:00
1230,1.0,1,1.0,9.0,1,9.0,9.0,1,9.0,9.0,1,9.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 06:00:00
1590,3.0,1,3.0,10.0,1,10.0,5.0,1,5.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 06:00:00
750,26.0,5,5.2,29.0,5,5.8,28.0,5,5.6,26.0,5,5.2,0.0,0,0.0,29.0,5,5.8,Downtown,2020-04-07 06:00:00
2190,22.0,5,4.4,20.0,5,4.0,26.0,5,5.2,23.0,5,4.6,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-07 06:00:00
1710,12.0,2,6.0,14.0,2,7.0,9.0,2,4.5,17.0,2,8.5,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 06:00:00
270,72.0,12,6.0,61.0,12,5.083333333333333,62.0,12,5.166666666666667,81.0,12,6.75,0.0,2,0.0,0.0,0,0.0,Northwest,2020-04-07 06:00:00
2070,18.0,3,6.0,13.0,3,4.333333333333333,27.0,3,9.0,24.0,3,8.0,0.0,0,0.0,2.0,1,2.0,Oakwillow,2020-04-07 06:00:00
390,57.0,10,5.7,37.0,10,3.7,41.0,10,4.1,51.0,10,5.1,1.0,3,0.3333333333333333,57.0,10,5.7,Old Town,2020-04-07 06:00:00
150,24.0,4,6.0,16.0,4,4.0,14.0,4,3.5,26.0,4,6.5,1.0,1,1.0,26.0,4,6.5,Palace Hills,2020-04-07 06:00:00
1470,30.0,4,7.5,22.0,4,5.5,29.0,4,7.25,32.0,4,8.0,0.0,1,0.0,0.0,0,0.0,Peppermill,2020-04-07 06:00:00
510,2.0,2,1.0,4.0,2,2.0,17.0,2,8.5,13.0,2,6.5,0.0,1,0.0,0.0,0,0.0,Safe Town,2020-04-07 06:00:00
990,41.0,10,4.1,34.0,10,3.4,33.0,10,3.3,75.0,10,7.5,1.0,1,1.0,0.0,0,0.0,Scenic Vista,2020-04-07 06:00:00
1950,41.0,7,5.857142857142858,33.0,7,4.714285714285714,48.0,7,6.857142857142858,40.0,7,5.7142857142857135,1.0,1,1.0,41.0,7,5.857142857142858,Southton,2020-04-07 06:00:00
630,41.0,8,5.125,54.0,8,6.75,47.0,8,5.875,30.0,8,3.75,2.0,3,0.6666666666666666,40.0,8,5.0,Southwest,2020-04-07 06:00:00
1350,22.0,3,7.333333333333332,9.0,3,3.0,1.0,3,0.3333333333333333,11.0,3,3.6666666666666665,0.0,0,0.0,17.0,3,5.666666666666668,Terrapin Springs,2020-04-07 06:00:00
2310,23.0,5,4.6,24.0,5,4.8,30.0,5,6.0,24.0,5,4.8,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-07 06:00:00
1830,54.0,12,4.5,45.0,12,3.75,71.0,12,5.916666666666668,70.0,12,5.833333333333332,0.0,0,0.0,0.0,0,0.0,Weston,2020-04-07 06:00:00
870,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 06:00:00
1111,28.0,7,4.0,45.0,7,6.428571428571429,39.0,7,5.571428571428571,23.0,7,3.2857142857142856,0.0,0,0.0,35.0,7,5.0,Broadview,2020-04-07 07:00:00
1231,13.0,3,4.333333333333333,18.0,3,6.0,13.0,3,4.333333333333333,12.0,3,4.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 07:00:00
1591,9.0,1,9.0,3.0,1,3.0,6.0,1,6.0,10.0,1,10.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 07:00:00
751,32.0,7,4.571428571428571,44.0,7,6.2857142857142865,45.0,7,6.428571428571429,46.0,7,6.571428571428571,0.0,0,0.0,38.0,7,5.428571428571429,Downtown,2020-04-07 07:00:00
2191,12.0,2,6.0,8.0,2,4.0,2.0,2,1.0,17.0,2,8.5,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-07 07:00:00
1711,24.0,3,8.0,12.0,3,4.0,6.0,3,2.0,16.0,3,5.333333333333333,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 07:00:00
271,29.0,8,3.625,55.0,8,6.875,44.0,8,5.5,42.0,8,5.25,0.0,0,0.0,7.0,1,7.0,Northwest,2020-04-07 07:00:00
2071,2.0,1,2.0,0.0,1,0.0,7.0,1,7.0,5.0,1,5.0,1.0,1,1.0,0.0,0,0.0,Oakwillow,2020-04-07 07:00:00
391,24.0,4,6.0,33.0,4,8.25,29.0,4,7.25,25.0,4,6.25,0.0,0,0.0,35.0,4,8.75,Old Town,2020-04-07 07:00:00
151,11.0,2,5.5,12.0,2,6.0,14.0,2,7.0,16.0,2,8.0,1.0,1,1.0,11.0,2,5.5,Palace Hills,2020-04-07 07:00:00
1471,8.0,3,2.6666666666666665,17.0,3,5.666666666666668,12.0,3,4.0,19.0,3,6.333333333333332,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 07:00:00
511,10.0,2,5.0,2.0,2,1.0,4.0,2,2.0,6.0,2,3.0,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-07 07:00:00
991,31.0,7,4.428571428571429,32.0,7,4.571428571428571,37.0,7,5.285714285714286,45.0,7,6.428571428571429,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-07 07:00:00
1951,18.0,4,4.5,23.0,4,5.75,29.0,4,7.25,21.0,4,5.25,0.0,1,0.0,17.0,4,4.25,Southton,2020-04-07 07:00:00
631,9.0,1,9.0,2.0,1,2.0,10.0,1,10.0,6.0,1,6.0,1.0,1,1.0,7.0,1,7.0,Southwest,2020-04-07 07:00:00
1351,11.0,3,3.6666666666666665,30.0,3,10.0,14.0,3,4.666666666666667,12.0,3,4.0,1.0,2,0.5,9.0,3,3.0,Terrapin Springs,2020-04-07 07:00:00
2311,31.0,7,4.428571428571429,38.0,7,5.428571428571429,32.0,7,4.571428571428571,35.0,7,5.0,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-07 07:00:00
1831,68.0,12,5.666666666666668,59.0,12,4.916666666666667,79.0,12,6.583333333333332,65.0,12,5.416666666666668,1.0,2,0.5,0.0,0,0.0,Weston,2020-04-07 07:00:00
871,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 07:00:00
1112,26.0,4,6.5,17.0,4,4.25,18.0,4,4.5,27.0,4,6.75,0.0,0,0.0,8.0,4,2.0,Broadview,2020-04-07 08:00:00
1232,13.0,2,6.5,0.0,2,0.0,11.0,2,5.5,6.0,2,3.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 08:00:00
1592,27.0,3,9.0,7.0,3,2.333333333333333,18.0,3,6.0,13.0,3,4.333333333333333,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 08:00:00
752,50.0,10,5.0,64.0,10,6.4,63.0,10,6.3,65.0,10,6.5,1.0,2,0.5,57.0,10,5.7,Downtown,2020-04-07 08:00:00
2192,13.0,3,4.333333333333333,21.0,3,7.0,13.0,3,4.333333333333333,6.0,3,2.0,0.0,1,0.0,0.0,0,0.0,East Parton,2020-04-07 08:00:00
1712,13.0,2,6.5,11.0,2,5.5,11.0,2,5.5,9.0,2,4.5,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 08:00:00
272,67.0,11,6.090909090909091,64.0,11,5.8181818181818175,42.0,11,3.8181818181818175,70.0,11,6.363636363636362,1.0,1,1.0,0.0,0,0.0,Northwest,2020-04-07 08:00:00
2072,12.0,2,6.0,13.0,2,6.5,5.0,2,2.5,4.0,2,2.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-07 08:00:00
392,85.0,13,6.538461538461537,59.0,13,4.538461538461538,82.0,13,6.307692307692308,64.0,13,4.9230769230769225,3.0,3,1.0,91.0,13,7.0,Old Town,2020-04-07 08:00:00
152,25.0,5,5.0,33.0,5,6.6,33.0,5,6.6,28.0,5,5.6,0.0,0,0.0,37.0,5,7.4,Palace Hills,2020-04-07 08:00:00
1472,7.0,1,7.0,1.0,1,1.0,5.0,1,5.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 08:00:00
512,9.0,1,9.0,2.0,1,2.0,1.0,1,1.0,7.0,1,7.0,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-07 08:00:00
992,37.0,7,5.285714285714286,45.0,7,6.428571428571429,33.0,7,4.714285714285714,13.0,7,1.8571428571428568,2.0,2,1.0,3.0,1,3.0,Scenic Vista,2020-04-07 08:00:00
1952,25.0,6,4.166666666666667,29.0,6,4.833333333333333,42.0,6,7.0,38.0,6,6.333333333333332,0.0,0,0.0,33.0,6,5.5,Southton,2020-04-07 08:00:00
632,20.0,7,2.8571428571428568,23.0,7,3.2857142857142856,24.0,7,3.4285714285714284,36.0,7,5.142857142857143,0.0,1,0.0,40.0,7,5.7142857142857135,Southwest,2020-04-07 08:00:00
1352,2.0,2,1.0,18.0,2,9.0,3.0,2,1.5,5.0,2,2.5,0.0,0,0.0,6.0,2,3.0,Terrapin Springs,2020-04-07 08:00:00
2312,6.0,3,2.0,22.0,3,7.333333333333332,11.0,3,3.6666666666666665,1.0,3,0.3333333333333333,1.0,2,0.5,0.0,0,0.0,West Parton,2020-04-07 08:00:00
1832,34.0,5,6.8,22.0,5,4.4,23.0,5,4.6,40.0,5,8.0,1.0,1,1.0,0.0,0,0.0,Weston,2020-04-07 08:00:00
872,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 08:00:00
1113,54.0,8,6.75,41.0,8,5.125,25.0,8,3.125,44.0,8,5.5,3.0,3,1.0,41.0,8,5.125,Broadview,2020-04-07 09:00:00
1233,24.0,3,8.0,16.0,3,5.333333333333333,13.0,3,4.333333333333333,23.0,3,7.666666666666668,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 09:00:00
1593,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 09:00:00
753,51.0,12,4.25,70.0,12,5.833333333333332,84.0,12,7.0,80.0,12,6.666666666666668,3.0,4,0.75,58.0,12,4.833333333333333,Downtown,2020-04-07 09:00:00
2193,17.0,2,8.5,3.0,2,1.5,13.0,2,6.5,6.0,2,3.0,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-07 09:00:00
1713,6.0,2,3.0,15.0,2,7.5,6.0,2,3.0,10.0,2,5.0,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 09:00:00
273,79.0,11,7.1818181818181825,60.0,11,5.454545454545454,55.0,11,5.0,41.0,11,3.727272727272727,0.0,0,0.0,0.0,0,0.0,Northwest,2020-04-07 09:00:00
2073,14.0,2,7.0,12.0,2,6.0,20.0,2,10.0,1.0,2,0.5,1.0,2,0.5,0.0,0,0.0,Oakwillow,2020-04-07 09:00:00
393,70.0,11,6.363636363636362,66.0,11,6.0,64.0,11,5.8181818181818175,74.0,11,6.727272727272728,1.0,2,0.5,47.0,11,4.2727272727272725,Old Town,2020-04-07 09:00:00
153,24.0,4,6.0,14.0,4,3.5,14.0,4,3.5,32.0,4,8.0,1.0,1,1.0,25.0,4,6.25,Palace Hills,2020-04-07 09:00:00
1473,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 09:00:00
513,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-07 09:00:00
993,90.0,14,6.428571428571429,56.0,14,4.0,102.0,14,7.2857142857142865,70.0,14,5.0,1.0,2,0.5,0.0,0,0.0,Scenic Vista,2020-04-07 09:00:00
1953,18.0,4,4.5,32.0,4,8.0,21.0,4,5.25,28.0,4,7.0,0.0,0,0.0,17.0,4,4.25,Southton,2020-04-07 09:00:00
633,29.0,5,5.8,21.0,5,4.2,27.0,5,5.4,41.0,5,8.2,1.0,1,1.0,25.0,5,5.0,Southwest,2020-04-07 09:00:00
1353,10.0,2,5.0,11.0,2,5.5,5.0,2,2.5,1.0,2,0.5,0.0,1,0.0,10.0,2,5.0,Terrapin Springs,2020-04-07 09:00:00
2313,32.0,6,5.333333333333333,29.0,6,4.833333333333333,41.0,6,6.833333333333332,36.0,6,6.0,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-07 09:00:00
1833,60.0,11,5.454545454545454,72.0,11,6.545454545454546,69.0,11,6.2727272727272725,77.0,11,7.0,2.0,3,0.6666666666666666,11.0,2,5.5,Weston,2020-04-07 09:00:00
873,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 09:00:00
1114,72.0,9,8.0,52.0,9,5.777777777777778,39.0,9,4.333333333333333,54.0,9,6.0,0.0,2,0.0,56.0,9,6.222222222222222,Broadview,2020-04-07 10:00:00
1234,17.0,3,5.666666666666668,11.0,3,3.6666666666666665,20.0,3,6.666666666666668,9.0,3,3.0,1.0,2,0.5,0.0,0,0.0,Chapparal,2020-04-07 10:00:00
1594,15.0,3,5.0,20.0,3,6.666666666666668,12.0,3,4.0,17.0,3,5.666666666666668,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 10:00:00
754,104.0,15,6.933333333333334,104.0,15,6.933333333333334,85.0,15,5.666666666666668,81.0,15,5.4,1.0,2,0.5,87.0,15,5.8,Downtown,2020-04-07 10:00:00
2194,27.0,4,6.75,13.0,4,3.25,24.0,4,6.0,22.0,4,5.5,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-07 10:00:00
1714,21.0,3,7.0,18.0,3,6.0,9.0,3,3.0,13.0,3,4.333333333333333,1.0,1,1.0,0.0,0,0.0,Easton,2020-04-07 10:00:00
274,80.0,17,4.705882352941177,85.0,17,5.0,75.0,17,4.411764705882354,81.0,17,4.764705882352942,2.0,2,1.0,9.0,1,9.0,Northwest,2020-04-07 10:00:00
2074,4.0,1,4.0,6.0,1,6.0,3.0,1,3.0,8.0,1,8.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-07 10:00:00
394,61.0,11,5.545454545454546,72.0,11,6.545454545454546,78.0,11,7.090909090909091,33.0,11,3.0,0.0,0,0.0,48.0,11,4.363636363636363,Old Town,2020-04-07 10:00:00
154,7.0,3,2.333333333333333,8.0,3,2.6666666666666665,15.0,3,5.0,7.0,3,2.333333333333333,1.0,1,1.0,23.0,3,7.666666666666668,Palace Hills,2020-04-07 10:00:00
1474,11.0,2,5.5,10.0,2,5.0,15.0,2,7.5,18.0,2,9.0,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 10:00:00
514,16.0,2,8.0,18.0,2,9.0,17.0,2,8.5,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-07 10:00:00
994,93.0,11,8.454545454545455,60.0,11,5.454545454545454,49.0,11,4.454545454545454,55.0,11,5.0,0.0,2,0.0,0.0,0,0.0,Scenic Vista,2020-04-07 10:00:00
1954,11.0,2,5.5,12.0,2,6.0,14.0,2,7.0,12.0,2,6.0,0.0,0,0.0,10.0,2,5.0,Southton,2020-04-07 10:00:00
634,12.0,3,4.0,9.0,3,3.0,15.0,3,5.0,10.0,3,3.333333333333333,0.0,0,0.0,21.0,3,7.0,Southwest,2020-04-07 10:00:00
1354,4.0,1,4.0,8.0,1,8.0,8.0,1,8.0,2.0,1,2.0,0.0,0,0.0,8.0,1,8.0,Terrapin Springs,2020-04-07 10:00:00
2314,71.0,9,7.888888888888888,46.0,9,5.111111111111111,60.0,9,6.666666666666668,47.0,9,5.222222222222221,1.0,1,1.0,4.0,1,4.0,West Parton,2020-04-07 10:00:00
1834,44.0,8,5.5,43.0,8,5.375,42.0,8,5.25,41.0,8,5.125,1.0,1,1.0,0.0,0,0.0,Weston,2020-04-07 10:00:00
874,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 10:00:00
1115,51.0,13,3.9230769230769234,75.0,13,5.769230769230768,76.0,13,5.846153846153847,63.0,13,4.846153846153847,1.0,2,0.5,52.0,13,4.0,Broadview,2020-04-07 11:00:00
1235,35.0,7,5.0,42.0,7,6.0,41.0,7,5.857142857142858,48.0,7,6.857142857142858,0.0,1,0.0,0.0,0,0.0,Chapparal,2020-04-07 11:00:00
1595,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 11:00:00
755,29.0,6,4.833333333333333,31.0,6,5.166666666666667,13.0,6,2.1666666666666665,31.0,6,5.166666666666667,0.0,0,0.0,25.0,6,4.166666666666667,Downtown,2020-04-07 11:00:00
2195,14.0,2,7.0,9.0,2,4.5,11.0,2,5.5,12.0,2,6.0,0.0,1,0.0,1.0,1,1.0,East Parton,2020-04-07 11:00:00
1715,12.0,2,6.0,10.0,2,5.0,8.0,2,4.0,7.0,2,3.5,0.0,0,0.0,7.0,1,7.0,Easton,2020-04-07 11:00:00
275,68.0,11,6.1818181818181825,49.0,11,4.454545454545454,61.0,11,5.545454545454546,57.0,11,5.181818181818182,1.0,1,1.0,0.0,0,0.0,Northwest,2020-04-07 11:00:00
2075,9.0,2,4.5,9.0,2,4.5,19.0,2,9.5,19.0,2,9.5,1.0,1,1.0,0.0,0,0.0,Oakwillow,2020-04-07 11:00:00
395,25.0,8,3.125,50.0,8,6.25,59.0,8,7.375,44.0,8,5.5,2.0,3,0.6666666666666666,51.0,8,6.375,Old Town,2020-04-07 11:00:00
155,17.0,4,4.25,22.0,4,5.5,11.0,4,2.75,26.0,4,6.5,1.0,1,1.0,33.0,4,8.25,Palace Hills,2020-04-07 11:00:00
1475,5.0,2,2.5,3.0,2,1.5,19.0,2,9.5,15.0,2,7.5,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 11:00:00
515,11.0,2,5.5,3.0,2,1.5,10.0,2,5.0,12.0,2,6.0,0.0,1,0.0,0.0,0,0.0,Safe Town,2020-04-07 11:00:00
995,32.0,6,5.333333333333333,35.0,6,5.833333333333332,41.0,6,6.833333333333332,22.0,6,3.6666666666666665,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-07 11:00:00
1955,1.0,1,1.0,10.0,1,10.0,5.0,1,5.0,4.0,1,4.0,1.0,1,1.0,4.0,1,4.0,Southton,2020-04-07 11:00:00
635,18.0,2,9.0,18.0,2,9.0,4.0,2,2.0,13.0,2,6.5,0.0,0,0.0,13.0,2,6.5,Southwest,2020-04-07 11:00:00
1355,12.0,2,6.0,20.0,2,10.0,19.0,2,9.5,9.0,2,4.5,0.0,0,0.0,5.0,2,2.5,Terrapin Springs,2020-04-07 11:00:00
2315,54.0,9,6.0,36.0,9,4.0,60.0,9,6.666666666666668,46.0,9,5.111111111111111,0.0,1,0.0,0.0,0,0.0,West Parton,2020-04-07 11:00:00
1835,60.0,9,6.666666666666668,23.0,9,2.555555555555556,38.0,9,4.222222222222221,39.0,9,4.333333333333333,0.0,0,0.0,3.0,1,3.0,Weston,2020-04-07 11:00:00
875,0.0,0,0.0,0.0,1,0.0,8.0,1,8.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 11:00:00
1116,44.0,7,6.2857142857142865,45.0,7,6.428571428571429,49.0,7,7.0,39.0,7,5.571428571428571,1.0,2,0.5,23.0,7,3.2857142857142856,Broadview,2020-04-07 12:00:00
1236,10.0,2,5.0,6.0,2,3.0,10.0,2,5.0,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 12:00:00
1596,12.0,2,6.0,11.0,2,5.5,8.0,2,4.0,16.0,2,8.0,0.0,1,0.0,0.0,0,0.0,Cheddarford,2020-04-07 12:00:00
756,69.0,16,4.3125,90.0,16,5.625,92.0,16,5.75,90.0,16,5.625,3.0,4,0.75,83.0,16,5.1875,Downtown,2020-04-07 12:00:00
2196,15.0,4,3.75,11.0,4,2.75,18.0,4,4.5,16.0,4,4.0,1.0,1,1.0,0.0,0,0.0,East Parton,2020-04-07 12:00:00
1716,21.0,3,7.0,23.0,3,7.666666666666668,19.0,3,6.333333333333332,9.0,3,3.0,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-07 12:00:00
276,57.0,12,4.75,68.0,12,5.666666666666668,67.0,12,5.583333333333332,59.0,12,4.916666666666667,0.0,2,0.0,0.0,0,0.0,Northwest,2020-04-07 12:00:00
2076,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-07 12:00:00
396,22.0,5,4.4,26.0,5,5.2,28.0,5,5.6,36.0,5,7.2,0.0,1,0.0,25.0,5,5.0,Old Town,2020-04-07 12:00:00
156,11.0,5,2.2,32.0,5,6.4,24.0,5,4.8,34.0,5,6.8,0.0,0,0.0,30.0,5,6.0,Palace Hills,2020-04-07 12:00:00
1476,10.0,1,10.0,5.0,1,5.0,1.0,1,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,Peppermill,2020-04-07 12:00:00
516,29.0,4,7.25,26.0,4,6.5,26.0,4,6.5,20.0,4,5.0,1.0,1,1.0,0.0,0,0.0,Safe Town,2020-04-07 12:00:00
996,84.0,15,5.6,88.0,15,5.866666666666666,80.0,15,5.333333333333333,78.0,15,5.2,2.0,5,0.4,0.0,0,0.0,Scenic Vista,2020-04-07 12:00:00
1956,38.0,7,5.428571428571429,45.0,7,6.428571428571429,41.0,7,5.857142857142858,42.0,7,6.0,0.0,0,0.0,31.0,7,4.428571428571429,Southton,2020-04-07 12:00:00
636,14.0,2,7.0,14.0,2,7.0,0.0,2,0.0,7.0,2,3.5,0.0,0,0.0,2.0,2,1.0,Southwest,2020-04-07 12:00:00
1356,22.0,4,5.5,34.0,4,8.5,16.0,4,4.0,26.0,4,6.5,1.0,2,0.5,12.0,4,3.0,Terrapin Springs,2020-04-07 12:00:00
2316,8.0,3,2.6666666666666665,24.0,3,8.0,28.0,3,9.333333333333334,14.0,3,4.666666666666667,0.0,1,0.0,0.0,0,0.0,West Parton,2020-04-07 12:00:00
1836,69.0,11,6.2727272727272725,67.0,11,6.090909090909091,74.0,11,6.727272727272728,52.0,11,4.727272727272728,0.0,1,0.0,6.0,1,6.0,Weston,2020-04-07 12:00:00
876,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-07 12:00:00
1117,50.0,9,5.5555555555555545,63.0,9,7.0,35.0,9,3.888888888888889,33.0,9,3.6666666666666665,0.0,0,0.0,27.0,9,3.0,Broadview,2020-04-07 13:00:00
1237,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-07 13:00:00
1597,22.0,4,5.5,29.0,4,7.25,18.0,4,4.5,16.0,4,4.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-07 13:00:00
757,77.0,13,5.9230769230769225,79.0,13,6.0769230769230775,78.0,13,6.0,75.0,13,5.769230769230768,5.0,6,0.8333333333333334,61.0,13,4.6923076923076925,Downtown,2020-04-07 13:00:00
2197,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-07 13:00:00
1717,17.0,5,3.4,26.0,5,5.2,35.0,5,7.0,18.0,5,3.6,0.0,1,0.0,0.0,0,0.0,Easton,2020-04-07 13:00:00
277,39.0,8,4.875,16.0,8,2.0,34.0,8,4.25,41.0,8,5.125,0.0,1,0.0,0.0,0,0.0,Northwest,2020-04-07 13:00:00
2077,4.0,1,4.0,1.0,1,1.0,5.0,1,5.0,5.0,1,5.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-07 13:00:00
397,27.0,5,5.4,38.0,5,7.6,27.0,5,5.4,32.0,5,6.4,0.0,3,0.0,14.0,5,2.8,Old Town,2020-04-07 13:00:00
